STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",MAHARASHTRA,28.4,7,7.7,107,3.8,0.4,131,285,2011
2198,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),MAHARASHTRA,28.9,6.2,7.4,299,5.1,0.95,209,401,2011
2671,"KUNDALIKA RIVER NEAR SALAV BRIDGE (SALINA ZONE), SALAV, ROHA, RAIGAD",MAHARASHTRA,28.2,5.9,7.8,33259,6.8,1.61,114,228,2011
2672,"KUNDALIKA RIVER AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",MAHARASHTRA,28.9,7.2,7.9,77,3.2,0.42,164,282,2011
2168,MITHI RIVER,MAHARASHTRA,27,3.2,7.4,28018,46,1.67,908,1164,2011
2676,"MUCHKUNDI RIVER AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",MAHARASHTRA,27.9,6.8,7.8,350,2.6,1.99,2,72,2011
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",MAHARASHTRA,26.8,6.9,7.5,133,3.2,0.55,252,409,2011
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",MAHARASHTRA,27.2,6.9,7.5,143,3.4,0.54,149,307,2011
2685,"PATALGANGA RIVER AT D/S OF KHARPADA BRIDGE, KHARPADA, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.1,6.9,609,4.2,3.1,65,135,2011
2686,"PATALGANGA RIVER AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.8,7.4,129,3.2,0.86,51,133,2011
2687,"PATALGANGA RIVER AT KHALAPUR PUMPING STATION, KHALAPUR, RAIGAD",MAHARASHTRA,26.8,6.7,7.4,130,3.2,0.75,45,124,2011
2688,"PATALGANGA RIVER AT SAVROLI BRIDGE, KHALAPUR. RAIGAD",MAHARASHTRA,26.9,6.6,7.4,130,5,0.74,67,158,2011
2689,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",MAHARASHTRA,26.9,6.7,7.5,120,3.6,0.73,85,226,2011
2696,"PEHLAR DAM ON PEHLAR R. INLET OF WATER WORKS, VASAI, THANE.",MAHARASHTRA,26.2,7.1,7.9,139,3.2,0.45,74,147,2011
2199,SAVITRI RIVER AT OVALE VILLAGE.,MAHARASHTRA,27.4,6,7.4,13925,59.1,3.08,4,116,2011
2701,"SAVITRI JACKWELL AT UPSA KENDRE, NANGALWADI, MAHAD, RAIGAD",MAHARASHTRA,26.4,6.7,7.7,274,2.3,2.04,5,88,2011
2702,"SAVITRI AT SHEDAV DOH,,RAIGAD",MAHARASHTRA,26.7,6.3,7.9,326,2.5,2.32,2,71,2011
2703,SAVITRI RIVER AT DADLI BRIDGE,MAHARASHTRA,27.3,6.3,7.9,7392,2.4,6.41,4,71,2011
2704,"SAVITRI RIVER AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",MAHARASHTRA,27.4,6.3,7.7,12051,4.4,5.37,4,102,2011
2706,"SURYA RIVER, U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",MAHARASHTRA,27.6,7,8.3,162,3.8,0.48,44,90,2011
2707,"SURYA RIVER AT MIDC PUMPING STN, GARVASHET, PALGHAR, THANE",MAHARASHTRA,27.5,7,8.3,212,3.6,0.44,47,90,2011
2708,"SURYA AT INTAKE OF VASAINANVIRAR W/S SCHEME, MASVAN, PALGHAR",MAHARASHTRA,27.5,7.1,8.3,227,3.2,0.48,67,124,2011
2709,"TANSA RIVER NEAR ROAD BRIDGE, VILLAGE DAKEWALI, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,314,4.3,0.45,28,69,2011
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",MAHARASHTRA,25.9,6.8,7.8,151,3.4,0.5,601,740,2011
1094,ULHAS AT U/S OF BADLAPUR,MAHARASHTRA,25.9,7,7.8,123,3.4,0.44,42,100,2011
2162,ULHAS ATJAMBHUL WATER WORKS.,MAHARASHTRA,26,6.9,7.8,139,3.3,0.76,85,169,2011
2712,"VAITARNA NEAR ROAD BRIDGE, GANDHARE VILLAGE, WADA, THANE",MAHARASHTRA,26.9,6.8,8.2,313,4,0.49,49,99,2011
2164,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,MAHARASHTRA,24.8,6.7,7.8,215,2.5,0.83,2,51,2011
2713,"VASHISTI AT D/S OF THREE M PAPER MILLS NEAR CHIPLUN WATER INTAKE JACKWELL AT KHERDI, RATNAGIRI. ",MAHARASHTRA,26.2,6.7,7.8,204,2.5,0.77,2,68,2011
2714,VASHISTI AT U/S OF POPHALI NR KONPHANSAWANE BRIDGE,MAHARASHTRA,25.3,6.9,7.7,205,2.2,0.93,2,55,2011
2869,BARAK RIVER AT SENAPATI DISTT,MANIPUR,28,8.5,7.5,166,2.7,NAN,NAN,31,2012
2838,"BARAK RIVER NR NONEY VILL., TAMENGLONG",MANIPUR,29,8.9,7,125,1.9,NAN,NAN,45,2012
2868,"CHAKPIAT CHAKPIKARONG, CHANDEL",MANIPUR,30,8,7.8,144,2.1,NAN,NAN,51,2012
1424,IMPHAL AT MAHABALI,MANIPUR,30,7.5,7.7,87,1.2,NAN,NAN,54,2012
1457,IMPHAL AT KOIRENGEI,MANIPUR,28,8.5,7.6,84,2,NAN,NAN,16,2012
1627,IMPHAL AT KYAMGEI,MANIPUR,29,8.4,7.5,103,1.9,NAN,NAN,75,2012
1628,IMPHAL AT MINUTHONG,MANIPUR,30,8.7,7.2,117,3.2,NAN,NAN,52,2012
2861,"IMPHAL AT KANGLA MOAT, IMPHAL WEST",MANIPUR,29,6.5,7.7,287,8.2,NAN,NAN,114,2012
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,28,8.6,7.5,130,4.6,NAN,NAN,39,2012
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,28,8.9,7.5,109,1.2,NAN,NAN,33,2012
2874,IRANG RIVER AT TAMENGLONG ,MANIPUR,30,9.8,8.4,246,1.2,NAN,NAN,10,2012
1458,IRIL AT PORAMPET,MANIPUR,28,7.6,7.5,147,1.3,NAN,NAN,30,2012
1624,IRIL AT LILONG,MANIPUR,29,8.7,7.6,202,1.2,NAN,NAN,60,2012
2863,"IRIL AT KANGLA SIPHAI, IMPHAL EAST",MANIPUR,28,8.4,7.4,177,2.4,NAN,NAN,48,2012
2873,"IRIL RIVER AT LILONG, UKHRUL",MANIPUR,29,8.7,7.6,203,2.5,NAN,NAN,59,2012
2865,"JIRI RIVER AT JIRIMUKH JIRIBAM, IMPHAL EAST",MANIPUR,32,8.2,7.4,120,1.9,NAN,NAN,46,2012
2866,"JIRI RIVER AT JIRI, IMPHAL EAST",MANIPUR,32,8,7.2,110,1.4,NAN,NAN,80,2012
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,30,8.4,7.6,213,1.5,NAN,NAN,20,2012
2877,"KHUGA DAM ON KHUGA R, CHURACHANDPUR",MANIPUR,29,9.4,7.8,174,1,NAN,NAN,16,2012
1926,"KHUJAIROK, MOREH (CHANDEL)",MANIPUR,31,8.1,8,244,2.4,NAN,NAN,73,2012
2878,LOKCHAO RIVER AT BISHNUPUR,MANIPUR,29,8.1,8,162,1.8,NAN,NAN,26,2012
2867,MAHA RIVER AT CHANDEL,MANIPUR,30,8.7,7.6,163,2.6,NAN,NAN,24,2012
2852,"MANIPUR AT SEKMAIJAN, THOUBAL",MANIPUR,29,8.7,7.6,143,1.9,NAN,NAN,58,2012
2857,MANIPUR RIVER AT THOUBAL,MANIPUR,30,9.2,7.6,208,1.9,NAN,NAN,30,2012
2879,ETHAI BARRAGE ON MANIPUR R AT BISHNUPUR,MANIPUR,29,8.3,7.7,158,2,NAN,NAN,48,2012
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,29,5.9,7.1,338,6.6,NAN,NAN,522,2012
1626,NAMBUL AT HEIRANGOITHONG,MANIPUR,30,4.3,7.4,269,12.3,NAN,NAN,412,2012
2858,"NAMBUL RIVER AT SAMUSANG,IMPHAL WEST",MANIPUR,29,8.2,7.1,109,3.3,NAN,NAN,12,2012
2859,"SINGDA DAM AT NAMBUL, IMPHAL WEST",MANIPUR,28,11.1,7.6,131,3.6,NAN,NAN,32,2012
2860,"NAMBUL AT NAOREMTHONG, IMPHAL WEST",MANIPUR,29,7.4,7.1,116,2.7,NAN,NAN,55,2012
2880,NAMBUL RIVER AT BISHNUPUR,MANIPUR,28,8.2,7.6,112,2.1,NAN,NAN,31,2012
1927,"SEKMAI R, KAKCHING (THOUBAL)",MANIPUR,29,8.5,7.5,169,3.6,NAN,NAN,41,2012
2853,"MAPITHEL DAM ON THOUBAL, THOUBAL",MANIPUR,28,11.4,7.2,128,1,NAN,NAN,20,2012
2854,"THOUBAL R AT PHADOM, THOUBAL",MANIPUR,29,8.9,7.6,221,1.7,NAN,NAN,30,2012
2856,"THOUBAL RIVER AT YAIRIPOK, THOUBAL",MANIPUR,30,9.3,7.6,193,2.3,NAN,NAN,41,2012
2870,"THOUBAL  AT SHONG KONG, UKHRUL",MANIPUR,28,9.1,7.3,217,3.9,NAN,NAN,67,2012
2871,"THOUBAL  AT YONGUL KONG, UKHRUL",MANIPUR,28,7.9,7.3,131,0.8,NAN,NAN,38,2012
2872,"THOUBAL AT LITAN, UKHRUL",MANIPUR,29,8.7,7.4,176,2.2,NAN,NAN,36,2012
2855,"WANGJING AT HEIROK, THOUBAL",MANIPUR,30,8.1,7.3,199,2.2,NAN,NAN,56,2012
2876,"WANGJING RIVER AT WANGJING, THOUBAL",MANIPUR,30,8.2,7.4,170,2.2,NAN,NAN,39,2012
2869,BARAK RIVER AT SENAPATI ,MANIPUR,19,8.7,7.1,252,4.9,NAN,NAN,10,2011
2875,"BARAK RIVER AT N.H. 53, TAMENGLONG DISTT., MANIPUR",MANIPUR,26,5.1,7.2,17,1,NAN,NAN,10,2011
2868,CHAKPI AT CHAKPI KARONG ,MANIPUR,19,10,7.4,157,0.6,NAN,NAN,5,2011
1424,"IMPHAL AT MAHABALI, MANIPUR",MANIPUR,21.8,5.9,7,164,1.6,NAN,NAN,74,2011
1457,"IMPHAL AT KOIRENGEI, MANIPUR",MANIPUR,22.3,6.1,7.3,141,1.4,NAN,NAN,63,2011
1627,"IMPHAL AT KIYAMGI, MANIPUR",MANIPUR,22.3,5.6,7.1,427,1.4,NAN,NAN,175,2011
1628,IMPHAL AT MINUTHONG,MANIPUR,22.3,4.7,7,527,1.9,NAN,NAN,42,2011
2861,"IMPHAL AT KANGLA MOAT, IMPHAL ",MANIPUR,23,5.5,8.6,116,4.5,NAN,NAN,113,2011
2862,"IMPHAL AT SAMUROU, IMPHAL WEST",MANIPUR,23,6.8,6.8,160,1.5,NAN,NAN,23,2011
2864,"IMPHAL AT SEKMAI, IMPHAL EAST",MANIPUR,23,7,7.4,47,1,NAN,NAN,5,2011
2874,IRANG RIVER AT TAMENGLONG,MANIPUR,23,7.3,7.8,116,1.2,NAN,NAN,10,2011
1458,"IRIL AT PORAMPET, MANIPUR",MANIPUR,22,5.5,7.3,179,1.2,NAN,NAN,75,2011
1624,"IRIL AT LILONG, MANIPUR",MANIPUR,22.3,4.7,7.4,220,1.6,NAN,NAN,140,2011
2863,"IRIL RIVER AT KANGLA SIPHAI, IMPHAL EAST, MANIPUR",MANIPUR,27,4.9,7,180,1.2,NAN,NAN,10,2011
2873,IRIL RIVER AT LILONG (THOUBAL ),MANIPUR,30,5.8,7.8,367,6.2,NAN,NAN,95,2011
1925,KHUGA RIVER (CHURACHANDPUR),MANIPUR,23,5.8,7.4,249,1,NAN,NAN,37,2011
2877,"KHUGA DAM ON KHUGA RIVER, CHURACHANDPUR, MANIPUR",MANIPUR,23,6.2,6.9,182,2.1,NAN,NAN,8,2011
1926,"KHUJAIROK, MOREH (CHANDEL DIST.)",MANIPUR,22.7,5.5,7.7,356,1.2,NAN,NAN,202,2011
2878,"LOKCHAO RIVER AT BISHNUPUR, MANIPUR",MANIPUR,23,5.1,6.9,190,2.3,NAN,NAN,33,2011
2867,"MAHA RIVER AT CHANDEL, MANIPUR",MANIPUR,23.5,5.2,7.1,164,2.8,NAN,NAN,20,2011
2852,"MANIPUR RIVER AT SEKMAIJAN, DISTT. THOUBAL, MANIPUR",MANIPUR,23,4.6,7,188,2.8,NAN,NAN,18,2011
2879,MANIPUR RIVER AT ETHAI BARRAGE ON MANIPUR RIVER AT BISHNUPUR,MANIPUR,23.5,5.6,6.6,165,1.9,NAN,NAN,23,2011
1625,NAMBUL RIVER AT HUMP BRIDGE,MANIPUR,23,1.9,6.8,484,15.3,NAN,NAN,1075,2011
1626,"NAMBUL RIVER AT HEIRANGOITHONG, MANIPUR",MANIPUR,23,2.5,7.1,424,16.7,NAN,NAN,682,2011
2858,"NAMBUL RIVER AT SAMUSANG (U.K. ROAD), DISTT. IMPHAL WEST",MANIPUR,22.5,5.5,6.9,118,2.8,NAN,NAN,10,2011
2859,"NAMBUL RIVER AT SINGDA DAM, IMPHAL WEST, MANIPUR",MANIPUR,23,6,7,100,4.2,NAN,NAN,10,2011
2860,"NAMBUL RIVER AT NAOREMTHONG, IMPHAL WEST, MANIPUR",MANIPUR,22.5,4.9,6.9,93,3.6,NAN,NAN,25,2011
2880,"NAMBUL RIVER AT  BISHNUPUR, MANIPUR",MANIPUR,20,4.8,7,167.1,2.8,NAN,NAN,NAN,2011
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",MANIPUR,22.7,5.4,7.2,211,1.1,NAN,NAN,78,2011
2853,"THOUBAL RIVER AT MAPITHEL DAM, DISTT. THOUBAL, MANIPUR",MANIPUR,26,6,7.5,231,1.1,NAN,NAN,10,2011
2854,"THOUBAL RIVER AT PHADOM, DISTT. THOUBAL, MANIPUR",MANIPUR,19,5.6,7.1,319,4.4,NAN,NAN,15,2011
2856,"THOUBAL RIVER AT YAIRIPOK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.7,6.9,261,2.3,NAN,NAN,53,2011
2870,"THOUBAL RIVER AT SONGKHONG, (UKL DIST.)",MANIPUR,18.9,9.9,7.1,163,1,NAN,NAN,35,2011
2872,THOUBAL RIVER AT LITAN (UKL DIST.),MANIPUR,21,6.1,7.6,163,4.5,NAN,NAN,25,2011
2855,"WANGJING RIVER AT HEIROK, DISTT. THOUBAL, MANIPUR",MANIPUR,22.5,5.1,6.9,170,2.5,NAN,NAN,10,2011
2876,"WANGJING RIVER AT WANGJING, DISTT. THOUBAL, MANIPUR",MANIPUR,23,3.8,7,192,3,NAN,NAN,23,2011
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25.5,7.2,7.5,119,2.3,3.8,33,74,2014
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,25.1,7.2,7.5,120,2.3,4.1,31,67,2014
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25.2,7.5,7.3,82,1.8,2.8,30,70,2014
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.2,7.5,7.5,111,2.4,3,293,506,2014
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,20.1,5.3,3.3,831,7.7,3.2,18,36,2014
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.3,7.2,7.2,56,1.7,2.6,21,42,2014
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,19.3,7.5,7.2,66,1.6,2.5,22,44,2014
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,24,7.8,7,74,2.3,4.3,28,108,2014
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,20.5,6.7,2.7,1350,3.3,1.1,7,16,2014
3376,LUKHA RIVER AT SUNAPUR (TRIBUTARY OF LUNAR),MEGHALAYA,21.2,7.3,6.6,274,2.5,2.4,176,386,2014
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,26.3,7.4,7.3,67,1.8,2.5,25,55,2014
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,25.5,7.2,7.4,82,2,2.8,26,61,2014
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,20,7.3,7.1,55,1.9,2.5,24,53,2014
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.3,7.3,7.1,57,2,2.4,24,50,2014
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,19.4,6.6,7.1,114,2.6,2.8,2142,3108,2014
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21,7.3,5.6,56,1.8,2.1,16,34,2014
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,19.2,5.1,7,105,3.6,4.7,351,780,2014
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,18.3,7.3,7.1,51,1.6,2.4,19,40,2014
3372,"RILANG RIVER AT MAWKYRWAT, WEST KHASI HILLS",MEGHALAYA,19.6,7.7,7.2,50,1.6,2,19,36,2014
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.7,7.6,7.3,115,2.1,3.7,301,528,2014
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.2,6.2,7,81,2.4,5.1,36,79,2014
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.8,7.2,7.1,66,1.9,3.4,28,63,2014
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.9,7.4,7.1,57,1.5,2.9,13,40,2014
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,25.1,7.5,7.4,144,1.7,3.5,26,59,2014
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,18.8,7.1,7.1,63,1.9,5.6,22,48,2014
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.2,7.3,7.2,65,1.9,3.3,24,48,2014
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20,7.3,7.3,65,2,3,25,54,2014
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.5,1.5,6.9,345,33.9,16.9,23232,34251,2014
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,18.8,3.9,7.1,233,17,10.5,13174,22223,2014
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,18.3,1,7.2,376,57.2,20.3,48665,83554,2014
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,18.5,0.9,7.2,506,61.1,19.6,64250,106333,2014
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,18.2,7.2,7,66,1.9,3.7,28,60,2014
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.1,7.7,7.2,62,1.6,3,27,59,2014
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.6,7.3,6.9,61,2.2,2,25,52,2014
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.7,1.2,7.1,380,45.7,15.6,51583,94083,2014
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,18.7,3.2,7.1,258,23.5,10.3,31833,54083,2014
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.1,7.2,7.2,124,6.9,4.5,348,552,2014
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.6,7.2,7.1,65,2.1,2.4,56,120,2014
3373,"WAH BLEI AT RIANGDO, WEST KHASI HILLS",MEGHALAYA,20,7.5,7.3,64,1.9,3.3,21,42,2014
3374,"WAH BLEI AT SHDADDKHAR, WEST KHASI HILLS",MEGHALAYA,19.9,7.6,7.3,65,1.9,3.8,21,43,2014
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,24.4,7.2,7.3,99,2.2,1,26,57,2013
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,23.7,7.2,7.4,102,2.2,1,25,56,2013
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,24.6,7.6,7.2,72,1.8,2.56,24,57,2013
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.1,7.1,7.5,131,2.2,3.2,239,413,2013
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.7,5.2,2.9,682,7.8,1.5,16,30,2013
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.2,7.3,7.1,47,1.3,2,15,48,2013
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,18.8,7.6,7.2,52,1.2,2,16,36,2013
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.8,8,6.9,64,1.8,3.38,23,49,2013
3372,RILANG RIVER,MEGHALAYA,17.8,7.9,7.3,46,1.4,1,12,29,2013
3373,WAH BLEI,MEGHALAYA,18.7,7.4,7.2,53,1.9,3,14,32,2013
3374,WAH BLEI,MEGHALAYA,18.8,7.7,7.2,55,1.6,3,15,63,2013
3375,LUKHA RIVER,MEGHALAYA,21.3,6.8,2.7,1074,3.2,2.33,4,11,2013
3376,LUKHA RIVER,MEGHALAYA,22.6,7.1,6.5,237,3.8,4.56,674,1072,2013
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.2,7.8,7.2,50,1.6,1.77,20,41,2013
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,24.8,7.3,7.3,71,2,2.66,21,47,2013
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,19.9,7.3,7,91,1.8,3.3,20,45,2013
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.7,7.4,7.1,49,1.7,2.44,19,42,2013
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.6,6.5,7.1,99,2.7,3.56,1967,2722,2013
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.5,7.5,5.7,50,1.5,2.21,10,23,2013
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.7,5.8,6.9,68,3.1,4.9,197,463,2013
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.9,6.9,7.2,44,1.4,2.66,14,33,2013
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.9,7.8,7.3,93,1.9,2.99,264,444,2013
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18,6.6,7,66,2.3,4,29,63,2013
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.4,7.6,7.1,53,1.7,3,23,53,2013
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.8,7.8,7,47,1.4,2,8,35,2013
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,24.8,7.7,7.4,128,1.6,3.32,25,56,2013
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,19.3,7.1,7,54,1.8,2.58,20,43,2013
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.6,7.4,7,69,1.6,3.3,17,87,2013
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.7,7.5,7.2,58,1.6,2.25,21,46,2013
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.4,3.1,7.2,401,21.8,19,22556,31444,2013
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,19.1,4.7,7.2,202,13.6,15,13444,20056,2013
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,19.7,2.1,7.2,303,37.2,18.2,39444,62333,2013
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,20.1,1.8,7.2,394,40.6,15.4,57222,96944,2013
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,17.6,7.2,6.9,55,1.7,3.04,26,56,2013
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.7,7.9,7.1,55,1.2,3.55,23,50,2013
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.9,6.9,6.9,52,2.2,3.48,1576,45,2013
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.9,1.9,7,306,34.2,17.9,48278,85667,2013
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,19.4,4.5,7.1,196,15.5,11,48611,43333,2013
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.7,7.2,7.1,107,6.7,5.56,303,476,2013
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.7,7.5,7,82,2.1,3.02,45,122,2013
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,25,7.7,7.2,95,1.8,2.67,22,50,2012
3384,"BUGI AT DALU, SOUTH GARO HILLS",MEGHALAYA,25,7.6,7.2,92,2.5,2.41,20,45,2012
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,25,9.9,7.2,65,1.5,2.31,21,55,2012
1632,GANOL RIVER TURA,MEGHALAYA,24,7.6,7.4,93,2.1,2.89,276,408,2012
1428,"KYRHUKHLA NR SUTNGA KHLIERIAT,JAINTIA HILLS ",MEGHALAYA,22,5.5,2.9,568,6.8,1.12,18,33,2012
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,16,7.6,7,42,1.3,3.01,11,27,2012
3370,"KYNSHI  AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,17,7.7,7.1,45,1.4,2.89,9,22,2012
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23,8.3,7,59,1.7,2.86,16,33,2012
3375,LUKHA RIVER AT MYNDIHATI (TRIBUTARY OF LUNAR),MEGHALAYA,25,6.9,2.6,1072,3.2,1.17,3,21,2012
